node,travel_time_sec,travel_time_min
7840438598,0.0,0.0
3449181864,2.245039053196387,0.03741731755327312
3449181869,3.928307553282501,0.06547179255470835
3449181856,5.245258979028093,0.08742098298380155
6106202201,5.545767236848713,0.09242945394747855
3449181857,5.5781223987888175,0.0929687066464803
3449181860,6.561501211966293,0.10935835353277155
3449181861,6.889798287780462,0.1148299714630077
865064218,16.816060608867083,0.28026767681445136
2078411085,32.45588007078812,0.5409313345131354
857534326,33.97593833936885,0.5662656389894809
2078411107,44.202312769589916,0.7367052128264986
2090222001,45.45041364280311,0.7575068940467186
2078411116,46.53108787143981,0.7755181311906635
857534330,46.727257003458625,0.7787876167243104
2078411128,50.04800819301635,0.8341334698836058
2090221824,52.94191358109605,0.8823652263516009
2092470141,55.42874343003373,0.9238123905005621
2078411056,55.57676298367308,0.9262793830612179
5237990888,55.69628093370089,0.9282713488950148
857534349,58.00504533352855,0.9667507555588092
2078411138,58.44503264649244,0.9740838774415407
2078411060,61.88017359564423,1.0313362265940704
2092470135,64.41128714767024,1.0735214524611707
861979852,65.31921674340761,1.0886536123901267
5237990891,66.48595107549508,1.1080991845915846
2092470114,67.3327442390146,1.1222124039835768
2092470133,68.89319018121635,1.1482198363536058
857523747,69.02965413561101,1.1504942355935168
2092526034,71.46735324878924,1.1911225541464874
6103125734,71.49563691142272,1.191593948523712
2078411078,72.00511064117924,1.2000851773529875
6106202186,73.22952655203883,1.2204921092006473
2078411145,73.3722219448351,1.2228703657472517
3837674980,74.96402743015342,1.2494004571692237
2092526049,76.62171618249776,1.2770286030416294
861979847,77.02618021687607,1.2837696702812678
2092470152,80.5980476310245,1.3433007938504082
2092470167,82.47926641622541,1.3746544402704235
861979844,82.71460005398734,1.3785766675664557
2092470165,82.77948684672442,1.3796581141120738
2078410749,85.28539327230312,1.4214232212050522
2078411200,86.245216997525,1.4374202832920835
2092470153,87.4879784146184,1.4581329735769732
2092526023,87.53448761117691,1.4589081268529485
861979958,89.61711184042763,1.4936185306737937
861981307,90.39645409442772,1.506607568240462
857534342,91.94375571004028,1.5323959285006714
861981295,91.98813707026262,1.5331356178377105
2078413458,93.41187298381445,1.5568645497302407
861979975,94.68250813802462,1.5780418023004104
2092526017,94.78318686945923,1.5797197811576538
2078411168,95.49898714171363,1.5916497856952272
8211317899,97.6112772492558,1.62685462082093
861979893,97.97231362358127,1.6328718937263544
7159191330,100.08417636169375,1.6680696060282292
2078410803,100.40015215764383,1.6733358692940639
857527397,100.50499692844673,1.6750832821407788
4326849280,101.84300549516743,1.6973834249194573
2078410795,102.65397282505646,1.7108995470842743
861979884,103.24125326464377,1.7206875544107296
2078410911,103.5746264763356,1.7262437746055932
2078411181,104.75569683534903,1.7459282805891505
8211317901,104.91567971269825,1.7485946618783041
2078411214,105.33397121589972,1.755566186931662
2078410665,105.42285666490139,1.7570476110816897
2090236158,105.88009176612258,1.764668196102043
861979924,106.41514270977399,1.7735857118295664
4326857082,107.31486035382008,1.7885810058970013
2078413455,107.38841014794933,1.7898068357991554
7056555335,107.49475749528055,1.791579291588009
6107297668,109.65103777190538,1.827517296198423
2090236148,109.90865265301296,1.831810877550216
2078413456,110.39615011529057,1.8399358352548427
2078410646,111.94274133716088,1.865712355619348
7056555337,112.0162167076346,1.8669369451272433
716807555,113.39456422503906,1.889909403750651
2078411242,113.40108456297281,1.8900180760495469
2078411174,113.58038471685205,1.8930064119475343
10942502017,113.62805121676978,1.8938008536128297
2090236156,113.90598724151893,1.8984331206919822
2090236155,113.9789230812128,1.8996487180202133
2078413453,114.77525382542399,1.9129208970903997
2078410623,115.852653589672,1.9308775598278667
5995458192,116.62394561650642,1.9437324269417737
2078413446,117.60891525417946,1.9601485875696578
861979881,118.17903308417927,1.9696505514029878
2078410726,118.88414488745096,1.9814024147908493
10543782946,119.60612806418371,1.993435467736395
7056556517,120.24136362912787,2.0040227271521314
2092453426,120.51914573938022,2.0086524289896706
861979907,121.0410430760316,2.01735071793386
9820372011,121.17720186351063,2.0196200310585106
2078410694,121.23842069106301,2.02064034485105
2092453425,121.87011850683584,2.031168641780597
2078411250,122.20334557962367,2.0367224263270614
1748751048,122.3853751456309,2.0397562524271815
2078411190,122.52630662001134,2.042105110333522
6878964964,122.63679365775808,2.0439465609626346
1748751041,123.18389205356664,2.053064867559444
6107297647,123.3512831778711,2.055854719631185
1748751043,123.78135997807873,2.063022666301312
2078410666,123.97024758389914,2.0661707930649857
6107297636,124.34594445258655,2.072432407543109
1748751020,124.6235279916919,2.0770587998615317
3198618311,124.84530204626476,2.0807550341044125
9820371987,124.85153877832815,2.0808589796388026
2092453403,124.91634256072881,2.0819390426788136
2092453419,124.94504690236558,2.0824174483727598
1748751034,125.72119174962256,2.095353195827043
1748751926,126.19713547520712,2.103285591253452
1748751046,126.22053893858293,2.1036756489763824
2091354698,126.82442426755594,2.1137404044592656
2078411197,127.29420424177137,2.1215700706961895
2091354697,127.40969808491089,2.123494968081848
2078410664,128.0678245348779,2.134463742247965
2092421789,128.22639119162727,2.1371065198604544
2078410900,128.8922577937839,2.148204296563065
2091354693,128.92092831668586,2.148682138611431
716807596,129.85062149140822,2.1641770248568037
2078411261,131.09796536145205,2.1849660893575344
2091354709,131.3717142571958,2.1895285709532635
716807570,131.3724472723009,2.1895407878716813
2092453486,131.70553766655388,2.195092294442565
2092421762,131.9795891837843,2.1996598197297383
2078413486,132.02909536832334,2.200484922805389
2090236116,132.42384422214232,2.2070640703690385
2078411257,133.08147641888488,2.2180246069814147
2089109468,133.14420810900504,2.219070135150084
2092453489,134.23756933837348,2.2372928223062245
2078410990,134.53734970273072,2.2422891617121787
2091354715,134.7019555447551,2.245032592412585
2092453503,134.95832531326383,2.2493054218877306
2078411273,135.05418233910135,2.2509030389850224
5995458195,135.4725270361227,2.257875450602045
21461369,136.16188611512192,2.269364768585365
7221062238,136.70220384332475,2.2783700640554128
2078411274,136.7990174834245,2.2799836247237417
9883185710,138.0086600106731,2.3001443335112186
2078410917,138.33538402874768,2.3055897338124614
2078411249,138.54004185414766,2.3090006975691275
2092453506,138.87604736816007,2.3146007894693343
9883185711,139.35803468465897,2.322633911410983
6878964974,139.69188542819376,2.328198090469896
2092453487,140.8519671991188,2.34753278665198
2078410992,140.87905630328638,2.3479842717214394
2078411287,141.30624687400598,2.355104114566766
2078410607,141.7440671895588,2.36240111982598
2092453479,142.34626968659782,2.372437828109964
2092453482,143.70312435421468,2.3950520725702447
2092453461,144.39470150877716,2.4065783584796194
2078411209,144.53477236890924,2.408912872815154
2092453496,145.5367561860306,2.42561260310051
2078410926,145.70314813320957,2.4283858022201597
2092453471,145.88904962937588,2.431484160489598
2092453455,145.93855669655656,2.432309278275943
2078411012,147.3132670798945,2.4552211179982417
7056556510,147.5324193732465,2.458873656220775
8085015456,147.83298572271696,2.4638830953786157
2078411248,147.98428326643048,2.4664047211071747
2091057937,148.67079590450126,2.4778465984083544
2078411300,149.48083085748635,2.491347180958106
2091354687,149.59189809628134,2.493198301604689
2078410841,149.8304910098907,2.497174850164845
2078411243,150.22263830166258,2.503710638361043
2078410932,150.9338191026455,2.515563651710758
2078411316,151.03714063707054,2.517285677284509
8085015454,151.3597638264848,2.522662730441413
7056556505,151.4890196306525,2.5248169938442087
8380825762,151.53561022352446,2.525593503725408
2090236137,151.83551245016733,2.5305918741694553
2078410739,152.31471474894448,2.5385785791490747
716807630,154.22674273391135,2.570445712231856
8380825674,154.54566971860012,2.575761161976669
7056556506,154.68461778658173,2.5780769631096954
2090236135,154.90104797405746,2.581684132900958
8380825665,155.59105329153687,2.5931842215256142
2092452995,155.61818304655353,2.5936363841092254
2078411252,155.67178340905113,2.5945297234841855
2090236131,155.87005943707442,2.5978343239512403
8085015449,156.19847367635626,2.603307894605938
2078411283,157.111918416716,2.6185319736119337
716807633,157.20563291531346,2.620093881921891
8380825676,157.4114161368264,2.6235236022804402
3933563144,157.43211313642902,2.623868552273817
7056556507,157.906700815875,2.63177834693125
2078411254,158.0859182619524,2.634765304365873
8380825764,158.11330508154876,2.635221751359146
2078411032,158.20424140213055,2.636737356702176
2078410615,158.21643195171472,2.6369405325285786
5995492370,158.3807168275796,2.6396786137929933
716807792,158.44631317368706,2.6407718862281175
2091057935,158.45685887492684,2.6409476479154472
2078410935,159.06993564620296,2.6511655941033827
7056556508,159.1716201984893,2.6528603366414885
2078410766,159.34221174894128,2.6557035291490214
7683281255,160.17753903355273,2.669625650559212
716807627,160.30096169777255,2.671682694962876
8380825667,160.33045434889493,2.672174239148249
21460266,160.62919319265183,2.6771532198775305
2078410619,161.4916222951125,2.6915270382518752
2078410937,161.5399495022093,2.6923324917034885
8380825668,162.04587948422522,2.7007646580704203
2091057894,162.91583118124015,2.715263853020669
8380825671,163.37676831422417,2.7229461385704026
716865432,163.56651151522388,2.726108525253731
8380825672,163.7386018495879,2.7289766974931315
2091057875,164.27572225517417,2.737928704252903
2091057890,164.45243090994433,2.740873848499072
2078410916,164.47176360803036,2.741196060133839
9724842945,164.79348690715725,2.7465581151192873
2078411251,165.0820359821899,2.7513672663698316
8380825669,165.38494418300823,2.7564157363834707
8380825670,165.57210647386833,2.7595351078978054
1748755974,165.9117585168556,2.7651959752809265
2078410652,167.47846114440338,2.7913076857400565
8380825475,167.55550058386748,2.7925916763977914
716757725,167.96161104892954,2.7993601841488256
2092421829,168.95884934994422,2.8159808224990703
1748751022,169.00122157537334,2.8166870262562225
2078411053,169.17926364498865,2.8196543940831442
2078410944,169.3658843510633,2.822764739184388
2092421833,170.3213593935517,2.8386893232258616
2091057849,170.4983708424591,2.841639514040985
1748751047,170.76807376427374,2.8461345627378956
1748751037,171.7588438078555,2.8626473967975916
1748755957,172.01261684778726,2.866876947463121
1748751026,172.26427907218942,2.871071317869824
2078413483,172.50226538870155,2.875037756478359
2078410642,172.68252629446872,2.878042104907812
2091057878,173.4327669374306,2.8905461156238434
1748751018,173.57639767969027,2.8929399613281714
2078411253,173.88532260239262,2.898088710039877
2091057912,174.05669302217754,2.900944883702959
7605634319,174.09950299580353,2.9016583832633924
5995451137,174.1884086220051,2.903140143700085
2091057859,174.86132819770827,2.9143554699618046
2091057846,175.025840976557,2.9170973496092834
2078413487,175.5470411497937,2.9257840191632285
2078410613,176.02803507010606,2.9338005845017676
2092421812,176.11874027872977,2.9353123379788295
5486743807,177.98321869140568,2.9663869781900947
7605621937,178.11223034892677,2.968537172482113
5995451133,179.46692238472403,2.991115373078734
2078410537,179.476302998698,2.9912717166449667
2091057802,179.90557307618712,2.9984262179364523
2078410674,180.0092071564529,3.0001534526075484
2078411329,180.91809535136466,3.015301589189411
2078411304,181.49267687640028,3.0248779479400048
5492073206,181.6447031326264,3.0274117188771066
2078411289,181.9414276587708,3.03235712764618
9456139768,182.67975804327676,3.0446626340546126
2078410683,182.854643175754,3.047577386262567
2091057801,183.12222735035118,3.052037122505853
9456139770,184.13992200162576,3.068998700027096
9456139767,184.81190892924488,3.0801984821540813
2078411333,184.81819354577962,3.080303225762994
13108320188,184.83468256692527,3.0805780427820877
2092453200,185.041952751335,3.0840325458555835
2092453215,186.26233123438004,3.1043721872396675
2091354632,186.64052431757074,3.1106754052928456
9456139769,186.8424908131089,3.114041513551815
9456139775,188.49434917118342,3.1415724861863903
2092453208,188.76601324412314,3.1461002207353856
369938875,189.02883628822627,3.150480604803771
13108320195,189.12801025321122,3.152133504220187
13108320196,190.01363588012575,3.166893931335429
2078411308,190.0194496837018,3.1669908280616967
2091354652,190.75626596586983,3.1792710994311637
2091057822,191.3211295384821,3.1886854923080348
2092453294,191.3388301706815,3.1889805028446916
2078410703,191.37713075217596,3.189618845869599
369938878,191.88300147515713,3.1980500245859522
3933563123,192.3162341097747,3.2052705684962453
2078410634,192.52443007687683,3.2087405012812806
2078411284,192.87413799459665,3.214568966576611
13108320194,193.35684870165971,3.222614145027662
2092453353,193.6442984211266,3.2274049736854433
2078410696,194.34720610974054,3.239120101829009
2078411341,194.51051255906557,3.2418418759844263
369938880,194.62566430222824,3.243761071703804
2078410636,195.4632278614693,3.257720464357822
2078410722,195.542092185136,3.259034869752267
2089108982,195.83759605027484,3.2639599341712473
2078410720,196.80954863654605,3.2801591439424342
11436008824,197.8823159864574,3.29803859977429
2078410716,197.96515824886845,3.2994193041478073
5492073208,198.0432110675913,3.300720184459855
2092819702,198.1230436166813,3.302050726944688
2078410650,198.28201338404955,3.3047002230674924
2078410532,198.53170233064048,3.3088617055106746
2078411335,200.439539559942,3.3406589926657
2078410743,200.81310348862658,3.3468850581437763
2078411295,201.02797900786246,3.3504663167977076
2078411326,201.24477129003893,3.354079521500649
6103081590,201.33403022998922,3.3555671704998202
5492073219,204.3210721890227,3.4053512031503783
2078410531,204.43538798731234,3.407256466455206
716757720,205.7062476508685,3.4284374608478085
6939514157,205.89056013642417,3.4315093356070694
2078410597,207.5748507689705,3.459580846149508
2078411312,207.7283556679964,3.4621392611332733
6107465886,208.1496916071909,3.469161526786515
2078411280,208.9804390901233,3.4830073181687218
2078410592,209.623346312995,3.493722438549917
6103081640,209.99632137204745,3.4999386895341242
7056555190,210.0936320100248,3.5015605335004136
7056556747,210.22697825042067,3.5037829708403447
5345720526,210.85066655417637,3.5141777759029393
6939514154,212.62761259503395,3.543793543250566
2078410560,213.48784336491664,3.5581307227486105
2078410566,213.5621202868114,3.5593686714468564
6103081636,213.9281355539072,3.565468925898453
6107194459,214.4030588204295,3.573384313673825
2092525970,214.7032590631462,3.5783876510524366
506694539,215.02427324803142,3.58373788746719
5486743779,215.62683057865328,3.5937805096442212
6503610845,216.23681074204782,3.603946845700797
6015017791,217.20881657023716,3.620146942837286
6503610846,217.79478017044084,3.6299130028406807
6107455950,218.19151087092968,3.636525181182161
6107194460,218.61518292872634,3.643586382145439
6503610849,218.99019329597357,3.6498365549328926
2078410525,220.08263464126063,3.668043910687677
2089109421,220.87193961824684,3.681198993637447
6503610848,221.27549231304133,3.687924871884022
2078411026,221.48803285781423,3.691467214296904
2089108926,222.76910493429702,3.712818415571617
369939028,223.45901710623565,3.7243169517705943
6503610847,223.5426283023162,3.72571047170527
5486743777,223.7942314088473,3.7299038568141216
369939029,224.08663512981738,3.734777252163623
6103081629,224.50107993798196,3.7416846656330325
6107194452,226.35119653819794,3.772519942303299
11436008706,226.35589630161553,3.772598271693592
10095241868,226.47713182754165,3.774618863792361
6103081594,226.84398976766758,3.78073316279446
6103081626,227.07625861629822,3.784604310271637
6308697322,227.72879225633588,3.7954798709389315
2078411004,228.47014419205965,3.8078357365343276
5486743768,228.76084542584402,3.8126807570974006
2078410882,229.69154764065183,3.8281924606775304
6103126896,229.7132035158406,3.8285533919306767
2078411014,229.7963865398863,3.8299397756647715
369939033,230.03256953707998,3.833876158951333
9334124998,230.482863888516,3.8413810648086
2078411022,230.5532182788716,3.8425536379811933
6103081622,230.86649534828902,3.847774922471484
6103081610,230.8991210392427,3.848318683987378
2078411235,230.9689465390471,3.8494824423174516
6107525829,231.14778629567525,3.8524631049279208
10095241869,231.27268651589517,3.8545447752649196
369939026,231.8241232347966,3.8637353872466096
6107573482,232.16340658388415,3.8693901097314027
11436008714,232.35967894186834,3.8726613156978056
6220870699,232.45400116660335,3.8742333527767223
6103081600,232.66634286179232,3.877772381029872
2078410914,234.74024279546197,3.912337379924366
6103081611,235.40297647952417,3.9233829413254027
9334124999,235.50842305503596,3.925140384250599
2078410502,235.57542070076812,3.9262570116794686
2089109197,235.72073942255633,3.9286789903759387
6103081601,236.3301596410512,3.9388359940175204
7056555328,237.25920507577928,3.954320084596321
2078410972,237.9475496600567,3.9657924943342784
2145891346,239.4340596046619,3.9905676600776987
7057081209,240.30771073178943,4.005128512196491
9819630109,241.08885601508334,4.018147600251389
2078410693,241.55117327532145,4.025852887922024
6128736584,242.4134620125305,4.040224366875508
7057081203,242.55806423590576,4.042634403931762
6128736795,242.62264485658048,4.0437107476096745
2078411077,242.7682346219058,4.04613724369843
6128736787,243.23931497642977,4.053988582940496
6939514148,243.45402002760216,4.057567000460036
6128736790,243.8516713050809,4.064194521751348
6128736794,244.6709013243279,4.077848355405465
7056555414,244.7490749169583,4.079151248615972
2078410511,244.87565699192567,4.0812609498654275
6128736582,245.50642295965432,4.091773715994239
6123723225,245.92463159771455,4.0987438599619095
6128736796,245.9333033600769,4.098888389334615
2078411082,246.57748939394898,4.109624823232483
6107098619,248.03569527159829,4.133928254526638
2078410547,248.4284060260235,4.140473433767059
6103080773,249.01970174351808,4.150328362391968
7056555408,252.2148563095928,4.2035809384932135
2078411203,253.55612995457912,4.225935499242985
9456093645,254.09722846852162,4.234953807808694
2078410514,254.7121408131501,4.2452023468858355
2145891347,256.11528633007646,4.268588105501275
7056555422,257.07726183866635,4.284621030644439
2089109457,258.0458853022232,4.300764755037053
2078411131,258.28649546251506,4.304774924375251
2078410828,260.1428967919993,4.335714946533321
2078411028,260.2591621902044,4.337652703170074
2090192702,262.66302752667804,4.377717125444634
2078411036,262.88687786647273,4.381447964441212
9456093638,263.1333241898845,4.385555403164742
6107194446,265.9270627832208,4.43211771305368
7056555400,267.0639124368657,4.451065207281094
2090192793,268.2619475484705,4.471032459141175
2078410888,269.0366723840416,4.4839445397340265
369939148,270.5273516320133,4.508789193866888
2078410982,271.4641603836448,4.524402673060747
2078411065,271.92068969363044,4.53201149489384
2078410877,272.00591641083275,4.533431940180546
2078410886,273.9684565985425,4.566140943309041
6107471386,274.352041930175,4.5725340321695835
2078410819,275.2190292380807,4.586983820634678
7056555546,278.6156276791878,4.64359379465313
2089109400,280.66715700459986,4.6777859500766645
2078410759,281.12889384148554,4.685481564024759
7056555514,283.9560615882643,4.732601026471071
2078411094,284.8918650983048,4.748197751638413
2078410516,286.28589163518916,4.771431527253153
7056555540,287.5926902390876,4.793211503984793
2078410770,288.1950418812386,4.803250698020643
2090192813,288.476782295708,4.807946371595134
6107096578,289.24474478844667,4.8207457464741115
2090192874,290.08156862752367,4.834692810458728
2090192634,290.26986223470857,4.8378310372451425
2090192816,291.03615723153445,4.850602620525574
7056555537,291.5633724257143,4.859389540428571
2078411066,292.4595694509781,4.874326157516302
21460275,294.5098258876618,4.908497098127697
6107471391,296.3360265064136,4.938933775106893
11407787787,297.02268293011537,4.9503780488352565
11407787784,297.5633038876434,4.959388398127389
11407787785,298.40378815018204,4.973396469169701
2089109587,298.42377777867256,4.973729629644542
2078410486,298.8247274473301,4.980412124122168
7056555534,299.1235769074003,4.985392948456672
2078411038,299.84545458064974,4.997424243010829
2078410840,302.2131812451045,5.036886354085075
2090192663,303.2439388422823,5.054065647371372
2078411055,303.4744080308066,5.057906800513444
9815757025,303.78646757312424,5.063107792885404
2078411008,304.12351181629845,5.068725196938307
2078410897,304.6119916284882,5.076866527141471
2089109598,304.9053699153325,5.081756165255542
2090192943,306.7003726636306,5.111672877727177
857515862,306.89373532458535,5.11489558874309
6107470180,308.14011806428647,5.135668634404775
2078410872,310.19577980562434,5.169929663427072
2090192719,310.3384940314038,5.17230823385673
2078410933,310.4136081417892,5.173560135696487
716757708,310.74325012176155,5.179054168696026
2089109601,312.4321862623499,5.207203104372498
2078411080,313.28279639294686,5.221379939882448
2078410912,313.7175734888532,5.22862622481422
2078410941,314.4212986745064,5.2403549779084395
2078410988,314.75106711708185,5.245851118618031
2090192681,315.22798604556635,5.253799767426106
2089109611,315.72176254310295,5.262029375718383
2090192867,316.3683810915674,5.272806351526124
2089109622,317.54335752341416,5.292389292056902
2089109589,319.0121001012418,5.316868335020697
2089109617,319.7727613305198,5.329546022175331
2078410991,320.61234865470595,5.343539144245099
2089109586,321.76374591922826,5.362729098653804
2089109612,322.0416190764036,5.36736031794006
2090192881,322.58883877807983,5.376480646301331
2090192795,323.0331891360784,5.383886485601307
2089109633,325.7905029576053,5.429841715960089
8234032089,325.8247018117855,5.430411696863091
6107471388,326.6308023629574,5.44384670604929
2089109631,328.05693327333813,5.4676155545556355
2078411020,328.24666043356746,5.470777673892791
2089109642,328.2674338271003,5.471123897118338
