node,station_1,station_2,station_3,station_4,station_5,station_6,station_7,station_8,station_9,station_10,station_11,station_12,shortest_time_min,best_station_column,best_station_number
5017562090,29.36842464589192,1.3252934092591966,21.300308846510184,11.169348371914,27.141779892285022,6.995796436634231,19.18099721940105,17.450209122845127,13.369954055886325,26.728538541018498,18.180042376554148,8.830548364625365,1.3252934092591966,station_2,2.0
5044470872,10.932531913951511,20.864349451053677,9.856148495190798,19.551547242864846,14.102716905660095,23.05461814951111,5.429817128879287,8.024234218024267,12.464466209582518,15.284378189699119,23.795277652639427,13.640111239488684,5.429817128879287,station_7,7.0
5044470873,10.934900895124297,20.866718432226467,9.858517476363584,19.553916224037632,14.105085886832883,23.0569871306839,5.432186110052074,8.026603199197055,12.466835190755306,15.286747170871907,23.797646633812217,13.642480220661472,5.432186110052074,station_7,7.0
5044470874,10.917531260674643,20.84934879777681,9.84114784191393,19.536546589587978,14.087716252383228,23.039617496234243,5.414816475602419,8.0092335647474,12.44946555630565,15.269377536422251,23.78027699936256,13.625110586211816,5.414816475602419,station_7,7.0
5044470879,10.519609334139489,20.451426871241654,9.443225915378775,19.138624663052823,13.689794325848075,22.64169556969909,5.016894549067263,7.6113116382122445,12.051543629770496,14.871455609887098,23.382355072827405,13.227188659676663,5.016894549067263,station_7,7.0
5044470889,10.798601173226778,20.73041871032894,9.722217754466065,19.41761650214011,13.968786164935363,22.920687408786375,5.295886388154553,7.890303477299534,12.330535468857786,15.150447448974386,23.66134691191469,13.506180498763952,5.295886388154553,station_7,7.0
5044470894,10.224074082039134,20.536954111989036,9.528753156126161,19.224151903800205,13.77532156659546,22.72722281044647,5.102421789814648,7.944976150509594,12.137070870517881,14.956982850634484,23.467882313574787,13.312715900424049,5.102421789814648,station_7,7.0
5088792633,24.785388643750537,5.22708470331413,16.717272844368804,7.26037585000098,22.558743890143642,7.504713485569842,14.597961217259671,12.867173120703747,8.78691805374495,22.145502538877114,13.597006374412766,4.247512362483985,4.247512362483985,station_12,12.0
5088792634,24.892024454365828,5.333720513929422,16.8239086549841,7.367011660616272,22.665379700758933,7.611349296185135,14.704597027874964,12.97380893131904,8.893553864360241,22.252138349492405,13.703642185028059,4.354148173099277,4.354148173099277,station_12,12.0
5089339211,20.690916935293803,13.419849243900833,12.622801135912063,12.916281084635354,18.464272181686912,16.419351991281616,10.503489508802934,5.626445033881077,1.3018775788972754,18.051030830420384,17.16001149440994,7.004845081259193,1.3018775788972754,station_9,9.0
5089339214,20.693196638121297,13.438883367670877,12.625080838739558,12.918560787462848,18.466551884514402,16.42163169410911,10.505769211630426,5.630292030209064,1.3209117026673194,18.053310533247878,17.16229119723743,7.007124784086686,1.3209117026673194,station_9,9.0
5089339217,18.464541494729417,16.339457267806914,12.306847551180848,15.345020638935601,18.148318596955697,18.848091545581873,10.18753592407171,2.822898644130887,4.512478003133526,17.735077245689176,19.588751048710193,9.433584635559441,2.822898644130887,station_8,8.0
5089339220,18.496605150468568,16.30303716871361,12.270427452087544,15.308600539842297,18.11189849786239,18.811671446488564,10.151115824978406,2.8549622998700386,4.476057904040221,17.698657146595867,19.552330949616884,9.397164536466137,2.8549622998700386,station_8,8.0
5089340037,18.48274981369735,16.357665586774846,12.325055870148779,15.363228957903532,18.16652691592363,18.866299864549806,10.205744243039641,2.8411069630988175,4.530686322101457,17.75328556465711,19.606959367678126,9.451792954527372,2.8411069630988175,station_8,8.0
5107253782,34.3099110213934,17.280149929571788,26.241795222011664,9.175835272873863,32.083266267786506,16.027963190801646,24.122483594902537,22.391695498346618,18.31144043138782,31.67002491651998,23.121528752055635,13.772034740126852,9.175835272873863,station_4,4.0
5107253783,34.24871334366204,17.21895225184043,26.180597544280307,9.114637595142506,32.02206859005515,15.966765513070289,24.06128591717118,22.33049782061526,18.250242753656458,31.608827238788624,23.060331074324278,13.710837062395493,9.114637595142506,station_4,4.0
5107254228,33.153579322501265,16.123818230679657,25.085463523119532,8.019503573981734,30.92693456889437,14.871631491909515,22.966151896010405,21.235363799454486,17.155108732495687,30.51369321762785,21.965197053163504,12.61570304123472,8.019503573981734,station_4,4.0
5107254316,31.236597215330583,14.206836123508973,23.16848141594885,6.102521466811047,29.00995246172369,12.954649384738833,21.049169788839723,19.318381692283804,15.238126625325004,28.596711110457168,20.04821494599282,10.698720934064037,6.102521466811047,station_4,4.0
5107254320,32.60866289733662,15.578901805515006,24.54054709795488,7.474587148817079,30.382018143729724,14.326715066744864,22.421235470845758,20.690447374289835,16.610192307331037,29.9687767924632,21.420280627998856,12.07078661607007,7.474587148817079,station_4,4.0
5108435810,33.210285821945085,16.180524730123476,25.142170022563352,8.076210073425555,30.983641068338194,14.928337991353336,23.02285839545423,21.292070298898306,17.211815231939507,30.57039971707167,22.021903552607327,12.67240954067854,8.076210073425555,station_4,4.0
5108435890,32.254415026177725,15.224653934356107,24.186299226795988,7.120339277658181,30.027770272570827,13.972467195585967,22.06698759968686,20.336199503130942,16.255944436172136,29.614528921304306,21.06603275683996,11.71653874491117,7.120339277658181,station_4,4.0
5108435895,32.20188697752011,15.172125885698495,24.133771178138375,7.067811229000569,29.975242223913213,13.919939146928353,22.014459551029248,20.28367145447333,16.203416387514526,29.562000872646692,21.013504708182346,11.664010696253559,7.067811229000569,station_4,4.0
5108435906,32.36819910769787,15.338438015876253,24.300083308316133,7.2341233591783265,30.141554354090974,14.086251277106111,22.18077168120701,20.449983584651086,16.369728517692284,29.72831300282445,21.179816838360107,11.830322826431317,7.2341233591783265,station_4,4.0
5150288768,17.424521399911807,16.915925207692077,12.28652279134848,15.603122999503254,18.127993837123327,19.106193906149528,9.604791457046343,0.4832117401841364,7.175672303404726,17.714752485856796,19.84685340927784,9.691686996127094,0.4832117401841364,station_8,8.0
5157849197,27.575720547544105,5.436387609047794,19.507604748162365,9.836473203960566,25.34907579393721,9.834759466779621,17.388293121053234,14.679178789834673,10.01210867517741,24.935834442670682,16.387338278206332,6.788642016564565,5.436387609047794,station_2,2.0
5172060800,21.749541690132972,24.30238275604013,4.733326846670889,22.989580547851315,17.903178019523928,26.49265145449757,11.562114263642094,16.048640403466162,15.90249951456898,1.1382855624838903,27.233310957625886,17.078144544475144,1.1382855624838903,station_10,10.0
5177030761,23.128501489875045,25.681342555782205,6.112286646412965,24.36854034759339,19.282137819266,27.871611254239646,12.941074063384171,17.427600203208232,17.281459314311057,1.6958140919069022,28.612270757367963,18.457104344217218,1.6958140919069022,station_10,10.0
5246554305,23.70628628892967,12.808577695519592,15.638170489547933,11.49577548733077,21.479641535322777,14.998846393977031,13.5188588624388,11.788070765882878,7.70781569892408,21.06640018405625,8.424789765302604,5.5843394839546,5.5843394839546,station_12,12.0
5246555128,31.232900720798362,16.393273426048196,23.164784921416633,15.080471217859374,29.006255967191468,18.583542124505634,21.045473294307502,19.31468519775158,15.23443013079278,28.593014615924936,2.4752154202390746,10.153511847744856,2.4752154202390746,station_11,11.0
5252962457,18.72747251776921,26.48921144047865,15.481010484615773,25.17640923228982,2.3015527159930875,28.679480138936086,8.746011275741457,16.398413473086947,18.089328199007486,20.909240179124087,29.420139642064406,19.264973228913654,2.3015527159930875,station_5,5.0
5252962458,18.493427741061453,26.25516666377089,15.246965707908013,24.942364455582062,2.067507939285328,28.44543536222833,8.511966499033699,16.16436869637919,17.85528342229973,20.67519540241633,29.18609486535665,19.030928452205895,2.067507939285328,station_5,5.0
5252962459,18.59206616158122,26.35380508429066,15.345604128427778,25.04100287610183,2.4064713520636576,28.544073782748097,8.610604919553465,16.263007116898955,17.953921842819497,20.773833822936094,29.284733285876417,19.12956687272566,2.4064713520636576,station_5,5.0
5252962460,18.372575765109374,26.13431468781881,15.126113731955934,24.821512479629984,2.1869809555918125,28.32458338627625,8.391114523081619,16.04351672042711,17.73443144634765,20.55434342646425,29.06524288940457,18.910076476253817,2.1869809555918125,station_5,5.0
5255580470,29.382719710884427,8.305006620592556,21.314603911502697,4.9453054648661805,27.156074957277532,2.1852594381072303,19.195292284393574,17.46450418783765,13.384249120878847,26.742833606011004,18.194337441546672,8.84484342961788,2.1852594381072303,station_6,6.0
5255580471,29.40195526861134,8.248732880726555,21.33383946922961,4.9645410225930915,27.175310515004444,2.1289856982412294,19.214527842120486,17.483739745564563,13.403484678605757,26.762069163737916,18.213572999273584,8.86407898734479,2.1289856982412294,station_6,6.0
5255580472,29.421450801296615,8.268228413411832,21.35333500191489,4.9085272576854555,27.19480604768972,2.1484812309265062,19.234023374805762,17.503235278249843,13.422980211291035,26.781564696423192,18.23306853195886,8.883574520030068,2.1484812309265062,station_6,6.0
5274630125,8.638181777298632,20.251402076751262,9.243201120888383,18.938599868562434,12.07865925099009,22.441670775208696,3.890254584787904,8.896564754823027,11.8515188352801,14.6714308153967,23.182330278337012,13.027163865186266,3.890254584787904,station_7,7.0
5274630127,8.604428337364839,20.217648636817465,9.209447680954588,18.904846428628638,12.044905811056294,22.4079173352749,3.856501144854111,8.862811314889232,11.817765395346305,14.637677375462907,23.14857683840322,12.993410425252472,3.856501144854111,station_7,7.0
5274630129,8.534809400340453,20.14802969979308,9.139828743930202,18.835227491604254,11.97528687403191,22.338298398250515,3.7868822078297253,8.793192377864846,11.74814645832192,14.568058438438522,23.078957901378832,12.923791488228087,3.7868822078297253,station_7,7.0
5274630132,9.819913801671587,19.098308315587257,8.090107359724376,17.78550610739843,11.861998787849853,21.28857701404469,3.6637759934128638,7.848338921851564,10.698425074116097,13.518337054232697,22.029236517173008,11.874070104022262,3.6637759934128638,station_7,7.0
5274630137,9.623843604050059,19.114755409705086,8.106554453842211,17.80195320151626,12.010839051398195,21.30502410816252,3.680223087530697,7.864786015969399,10.71487216823393,13.53478414835053,22.045683611290837,11.890517198140095,3.680223087530697,station_7,7.0
5274630141,9.272927872610053,19.22014968727484,8.211948731411967,17.907347479086013,12.028770364562353,21.410418385732275,3.7856173651004523,7.970180293539154,10.820266445803686,13.640178425920286,22.15107788886059,11.995911475709852,3.7856173651004523,station_7,7.0
5274630142,9.51672677318473,19.29851415930445,8.290313203441576,17.985711951115622,12.272569265137031,21.488782857761883,3.863981837130062,8.048544765568762,10.898630917833295,13.718542897949897,22.2294423608902,12.074275947739462,3.863981837130062,station_7,7.0
5274630200,10.342909079072728,19.440647294119767,8.432446338256891,18.127845085930936,12.929887290883693,21.630915992577204,4.0061149719453795,8.082246315548117,11.040764052648615,13.860676032765216,22.37157549570552,12.216409082554781,4.0061149719453795,station_7,7.0
5274630220,12.306960673652235,17.435240212271562,6.427039256408693,16.122438004082742,12.409469414223752,19.625508910729,2.4112476830391243,8.30510424334126,9.035356970800413,11.855268950917013,20.366168413857316,10.211002000706578,2.4112476830391243,station_7,7.0
5274630729,11.432620471193818,20.626608246327518,9.618407290464644,19.313806038138686,14.115848243091438,22.81687694478495,5.192075924153132,6.698300501157916,12.224892006735445,15.046636984972961,23.557536447913268,13.402370034762527,5.192075924153132,station_7,7.0
5274630743,9.118456955707638,20.24780530752673,9.239604351663846,18.935003099337894,11.881442833124835,22.438074005984163,3.6930381669226486,8.997835913791032,11.847922066055567,14.66783404617217,23.17873350911248,13.023567095961734,3.6930381669226486,station_7,7.0
5274630750,9.440751203404655,20.69088892333547,9.682687967472585,19.378086715146637,12.324526448933574,22.881157621792905,4.136121782731386,9.440919529599771,12.291005681864306,15.110917661980908,23.621817124921222,13.466650711770473,4.136121782731386,station_7,7.0
5311131882,11.499348356986614,20.96074817784712,9.952547221984249,19.64794596965829,11.405952679312122,23.151016876304556,3.2175480131099343,10.017870108973348,12.560864936375966,15.380776916492566,23.89167637943287,13.736509966282132,3.2175480131099343,station_7,7.0
5311131893,11.582022981389452,21.07877522294542,10.070574267082547,19.765973014756593,11.52397972441042,23.269043921402858,3.335575058208233,10.135897154071646,12.678891981474264,15.498803961590863,24.00970342453117,13.854537011380428,3.335575058208233,station_7,7.0
5311131900,11.535937839600786,21.032690081156755,10.024489125293881,19.719887872967927,11.477894582621754,23.222958779614192,3.2894899164195666,10.08981201228298,12.632806839685598,15.452718819802197,23.963618282742505,13.808451869591762,3.2894899164195666,station_7,7.0
5311131904,11.548232793416595,21.009632614277102,10.00143165841423,19.696830406088274,11.454837115742103,23.19990131273454,3.266432449539916,10.066754545403331,12.609749372805947,15.429661352922547,23.940560815862852,13.785394402712113,3.266432449539916,station_7,7.0
5311131906,11.536718814475874,20.99811863533638,9.989917679473509,19.68531642714755,11.443323136801382,23.188387333793816,3.2549184705991947,10.055240566462608,12.598235393865226,15.418147373981826,23.92904683692213,13.773880423771391,3.2549184705991947,station_7,7.0
5311131924,11.400404867713636,21.172090598437364,10.163889642574494,19.859288390248537,11.617295099902368,23.3623592968948,3.4288904337001784,10.229212529563593,12.772207356966211,15.59211933708281,24.103018800023115,13.947852386872375,3.4288904337001784,station_7,7.0
5311131927,11.380817225828027,21.296025511759122,10.287824555896258,19.983223303570295,11.741230013224131,23.48629421021656,3.552825347021941,10.353147442885357,12.896142270287974,15.716054250404573,24.226953713344873,14.071787300194138,3.552825347021941,station_7,7.0
5311131928,11.374293548572973,21.28950183450407,10.281300878641202,19.97669962631524,11.734706335969076,23.479770532961506,3.546301669766888,10.346623765630303,12.88961859303292,15.70953057314952,24.22043003608982,14.065263622939085,3.546301669766888,station_7,7.0
5311131932,11.348210905756932,21.263419191688033,10.255218235825163,19.950616983499206,11.708623693153037,23.45368789014547,3.5202190269508473,10.320541122814262,12.86353595021688,15.683447930333479,24.194347393273784,14.039180980123044,3.5202190269508473,station_7,7.0
5311131935,11.322118038382582,21.237326324313685,10.229125368450813,19.924524116124857,11.682530825778686,23.427595022771122,3.494126159576498,10.294448255439912,12.83744308284253,15.65735506295913,24.168254525899435,14.013088112748695,3.494126159576498,station_7,7.0
5311131939,11.439552733915763,21.21123846463949,10.20303750877662,19.898436256450662,11.656442966104493,23.401507163096927,3.468038299902304,10.268360395765718,12.811355223168336,15.631267203284937,24.14216666622524,13.987000253074502,3.468038299902304,station_7,7.0
5311131964,11.594701342210467,21.509909628141564,10.501708672278697,20.197107419952737,11.955114129606569,23.700178326599005,3.7667094634043816,10.567031559267797,13.110026386670414,15.929938366787013,24.440837829727318,14.285671416576578,3.7667094634043816,station_7,7.0
5311131990,11.379270618348949,21.294478904280048,10.286277948417178,19.98167669609122,11.739683405745051,23.48474760273749,3.551278739542864,10.351600835406279,12.894595662808895,15.714507642925495,24.225407105865802,14.07024069271506,3.551278739542864,station_7,7.0
5311131991,11.50725615266615,21.044227383225028,10.036026427362158,19.7314251750362,11.489431884690031,23.23449608168247,3.301027218487844,10.101349314351259,12.644344141753875,15.464256121870475,23.975155584810782,13.81998917166004,3.301027218487844,station_7,7.0
5311131992,11.407565927842658,21.143917608048522,10.135716652185652,19.831115399859694,11.589122109513523,23.33418630650596,3.400717443311336,10.20103953917475,12.744034366577369,15.563946346693967,24.074845809634272,13.919679396483533,3.400717443311336,station_7,7.0
