node,shortest_time_min,best_station_column,best_station_number
2175321721,1.9026321481736,station_12,12.0
2175321722,1.7966775362249183,station_12,12.0
2175321724,3.626714989710698,station_12,12.0
2175321727,4.024795691787889,station_12,12.0
2175321729,1.3800388417544123,station_12,12.0
2175321730,4.173220767502037,station_12,12.0
2175321731,1.9670586055769592,station_12,12.0
2175321732,3.48929334850214,station_12,12.0
2175321735,3.544827503382342,station_12,12.0
2175321736,4.128762991595551,station_12,12.0
2175321737,2.0687316395536595,station_12,12.0
2175321741,3.934066846235118,station_12,12.0
2175321746,3.378846165083002,station_12,12.0
2175321748,3.4010717183471413,station_12,12.0
2175321751,1.5701295576793641,station_12,12.0
2175321752,3.6249999473206556,station_12,12.0
2175321754,2.118591190267462,station_12,12.0
2175321755,1.5998178136635142,station_12,12.0
2175321756,2.2128486858697682,station_12,12.0
2175321758,4.082316153896551,station_12,12.0
2175321761,3.4683529738728933,station_12,12.0
2175321766,2.6779539233674137,station_12,12.0
2175321769,2.5166811298845677,station_12,12.0
2175321770,3.605240066033819,station_12,12.0
2175321774,2.039267815438879,station_12,12.0
2175321778,3.8638635688729366,station_12,12.0
2175321779,2.5186753226774057,station_12,12.0
2175321781,3.906809648175678,station_12,12.0
2175321787,3.612878142211485,station_12,12.0
2175321789,1.9555807958416531,station_12,12.0
2175321791,2.047333724655422,station_12,12.0
2175321796,3.726591489795628,station_12,12.0
2175321798,3.816122225118674,station_12,12.0
2175321804,1.951040780027406,station_12,12.0
2175321806,1.9964144195341629,station_12,12.0
2175321808,3.7632380130631224,station_12,12.0
2175321811,3.6637172957519453,station_12,12.0
2175321813,3.7384479187826445,station_12,12.0
2175321814,3.72897911012403,station_12,12.0
2175321815,4.165113846836454,station_12,12.0
2175321817,3.7220256623290044,station_12,12.0
2175321825,4.044976325880667,station_12,12.0
2175321826,2.117682229648809,station_12,12.0
2175321834,3.566746865998929,station_12,12.0
2175321835,3.4782022246041495,station_12,12.0
2175321837,3.2533319105816103,station_12,12.0
2175321844,3.3588214292427887,station_12,12.0
2175321846,3.374735339135184,station_12,12.0
2175321847,3.32112509343431,station_12,12.0
2175321848,3.0435985104507974,station_12,12.0
2175321849,2.7181654304136176,station_12,12.0
2175321851,2.948501194018749,station_12,12.0
2175321854,2.8098775343459033,station_12,12.0
2175321855,3.4515397821695357,station_12,12.0
2175321856,3.4636120243201867,station_12,12.0
2175321857,3.5117440183865343,station_12,12.0
2175321859,3.507985852322344,station_12,12.0
2175321860,3.145675514341105,station_12,12.0
2175321861,2.91627072296767,station_12,12.0
2192110719,5.693260303436571,station_1,1.0
2192112625,5.609112342054427,station_1,1.0
2192112626,5.645945387889085,station_1,1.0
